vtkOriginalIndices,Heat[W/m^3],Points:0,Points:1,Points:2,__vtkIsSelected__
7224,1831.11,0.111,0.122203,0.050707,0
7225,1046.92,0.111,0.0910882,0.0280253,0
7226,1091.35,0.111,0.0951968,0.0291579,0
7227,972.607,0.111,0.0948192,0.0238658,0
7228,28.5434,0.111,0.187527,0.139505,0
7229,286.155,0.111,0.0704728,0.148877,0
7230,901.712,0.111,0.111509,0.0207113,0
7231,902.046,0.111,0.109646,0.020546,0
7232,264.058,0.111,0.119559,0.153536,0
7233,74086.7,0.111,0.107551,0.0853261,0
7234,1095.81,0.111,0.0566421,0.0522347,0
7235,189.975,0.111,0.00967633,0.0970326,0
7236,842.253,0.111,0.12864,0.0225922,0
7237,839.442,0.111,0.127204,0.0214192,0
7238,315.735,0.111,0.179521,0.0867428,0
7239,313.997,0.111,0.0696307,0.147191,0
7240,1196.74,0.111,0.119205,0.0362617,0
7241,1335.85,0.111,0.118409,0.0397005,0
7242,173164,0.111,0.0994992,0.111041,0
7243,6.80038,0.111,0.117942,0.194118,0
7244,4080.44,0.111,0.125111,0.122935,0
7245,1749.42,0.111,0.0556136,0.100026,0
7246,1689.93,0.111,0.0990987,0.0431188,0
7247,1444.95,0.111,0.102443,0.0389985,0
7248,226261,0.111,0.104112,0.0896219,0
7249,678.482,0.111,0.154899,0.10458,0
7250,40176.9,0.111,0.109529,0.115984,0
7251,42425.3,0.111,0.10914,0.115833,0
7252,40201.2,0.111,0.109225,0.116112,0
7253,7094.86,0.111,0.0996903,0.127692,0
7254,6727.99,0.111,0.0997606,0.127955,0
7255,6771.64,0.111,0.102542,0.127696,0
7256,212.449,0.111,0.105437,0.158123,0
7257,128764,0.111,0.0976625,0.0871723,0
7258,124122,0.111,0.0989233,0.0868853,0
7259,2.79579,0.111,0.00430393,0.178142,0
7260,2.57396,0.111,0,0.178111,0
7261,1734.71,0.111,0.131487,0.125796,0
7262,124.542,0.111,0.156287,0.140195,0
7263,222.917,0.111,0.166128,0.116126,0
7264,211371,0.111,0.0955137,0.0899873,0
7265,55816.1,0.111,0.0952832,0.0831963,0
7266,7.19977,0.111,0.0327197,0.2,0
7267,156505,0.111,0.0960786,0.111207,0
7268,109336,0.111,0.0967086,0.112902,0
7269,82707.4,0.111,0.0922553,0.11338,0
7270,10.8734,0.111,0.171734,0.171917,0
7271,6170.89,0.111,0.103852,0.128369,0
7272,5656.17,0.111,0.105339,0.128847,0
7273,11.077,0.111,0.0325205,0.178582,0
7274,840.461,0.111,0.0679102,0.134379,0
7275,775.591,0.111,0.0671434,0.134564,0
7276,673.489,0.111,0.107519,0,0
7277,6866.36,0.111,0.127447,0.114348,0
7278,5983.91,0.111,0.127512,0.115808,0
7279,10.6267,0.111,0.179296,0.163983,0
7280,727.757,0.111,0.158785,0.0863748,0
7281,2316.54,0.111,0.0615963,0.0756013,0
7282,50.7802,0.111,0.0796226,0.171572,0
7283,619.676,0.111,0.0159139,0.0086332,0
7284,1188.96,0.111,0.122687,0.136131,0
7285,941.147,0.111,0.0738622,0.0277808,0
7286,86.2467,0.111,0.0254744,0.127647,0
7287,202.731,0.111,0.00441058,0.094176,0
7288,8762.08,0.111,0.0798799,0.0759155,0
7289,10352,0.111,0.0782857,0.0791148,0
7290,2394.81,0.111,0.137556,0.113584,0
7291,26.5986,0.111,0.158603,0.166003,0
7292,25.724,0.111,0.158675,0.166853,0
7293,276.676,0.111,0.16274,0.115779,0
7294,3457.32,0.111,0.0619579,0.0895758,0
7295,3065.57,0.111,0.0605704,0.088675,0
7296,317.606,0.111,0.0861672,0.153212,0
7297,258.953,0.111,0.0872685,0.155288,0
7298,1475.94,0.111,0.112909,0.0412678,0
7299,1575.17,0.111,0.0754722,0.0477595,0
7300,193349,0.111,0.0941577,0.0894825,0
7301,16.9154,0.111,0.0402925,0.174742,0
7302,18.1744,0.111,0.044162,0.176887,0
7303,352.112,0.111,0.0663586,0.144039,0
7304,300.39,0.111,0.0638859,0.144678,0
7305,322.562,0.111,0.0659691,0.145182,0
7306,212.101,0.111,0.0897333,0.157808,0
7307,296.349,0.111,0.0898274,0.154709,0
7308,516.783,0.111,0.0348862,0.0867221,0
7309,496.552,0.111,0.0340847,0.086813,0
7310,485.787,0.111,0.034407,0.0886448,0
7311,32325.5,0.111,0.110384,0.0815841,0
7312,671.491,0.111,0.079847,0,0
7313,1794.14,0.111,0.133652,0.0603689,0
7314,987.482,0.111,0.12286,0.0287025,0
7315,7.69358,0.111,0.124018,0.195379,0
7316,261985,0.111,0.0881955,0.0924699,0
7317,125.435,0.111,0.0738438,0.159773,0
7318,51.321,0.111,0.159376,0.153426,0
7319,20.8799,0.111,0.00664305,0.141652,0
7320,14.4478,0.111,0.00188508,0.148207,0
7321,6794.23,0.111,0.0996178,0.127893,0
7322,1551.93,0.111,0.0720803,0.130622,0
7323,74270.8,0.111,0.113398,0.0879781,0
7324,750.746,0.111,0.137058,0.01617,0
7325,131154,0.111,0.118064,0.0976146,0
7326,64968.9,0.111,0.120188,0.0964042,0
7327,102733,0.111,0.118382,0.0957765,0
7328,38.8369,0.111,0.0377214,0.155797,0
7329,26.1097,0.111,0.0326327,0.158273,0
7330,991.223,0.111,0.0613124,0.0403631,0
7331,11.346,0.111,0.137489,0.196111,0
7332,988.424,0.111,0.109138,0.142936,0
7333,1326.02,0.111,0.137322,0.0535278,0
7334,1379.59,0.111,0.136509,0.0539056,0
7335,14022.3,0.111,0.0778537,0.0831896,0
7336,7.87461,0.111,0.00356123,0.157449,0
7337,1161.34,0.111,0.0873565,0.0327025,0
7338,1221.97,0.111,0.0916784,0.0337981,0
7339,25216.2,0.111,0.0784981,0.0882485,0
7340,44625,0.111,0.0793413,0.106208,0
7341,674.034,0.111,0.0947066,0,0
7342,95128.9,0.111,0.0805136,0.0987566,0
7343,2781.78,0.111,0.130751,0.121301,0
7344,13669.8,0.111,0.0977605,0.123523,0
7345,211631,0.111,0.109289,0.108361,0
7346,718.907,0.111,0.124537,0.00761106,0
7347,11978.8,0.111,0.0787499,0.0800495,0
7348,3.6341,0.111,0.0895611,0.196118,0
7349,1404.06,0.111,0.0801959,0.0422896,0
7350,640.42,0.111,0.167497,0.00700497,0
7351,803.058,0.111,0.137614,0.0234456,0
7352,2603.6,0.111,0.0723803,0.0636164,0
7353,2208.47,0.111,0.0701973,0.06152,0
7354,269.599,0.111,0.140755,0.142411,0
7355,322.58,0.111,0.143991,0.137951,0
7356,98021,0.111,0.119192,0.100051,0
7357,120677,0.111,0.118206,0.101665,0
7358,104942,0.111,0.118954,0.101924,0
7359,17.5006,0.111,0.170113,0.164361,0
7360,17.4439,0.111,0.170144,0.164384,0
7361,734.573,0.111,0.132164,0.0114967,0
7362,128.116,0.111,0.00776448,0.106125,0
7363,3508.26,0.111,0.0879457,0.0597678,0
7364,4308.54,0.111,0.128847,0.0746151,0
7365,72088.5,0.111,0.083471,0.108679,0
7366,13830.2,0.111,0.109898,0.0752453,0
7367,11800,0.111,0.107489,0.0729906,0
7368,25390.3,0.111,0.120503,0.11119,0
7369,733.326,0.111,0.116925,0.00820091,0
7370,1440.06,0.111,0.0814189,0.136531,0
7371,63912.6,0.111,0.106319,0.114874,0
7372,14300.5,0.111,0.0893696,0.121426,0
7373,244419,0.111,0.0905703,0.108593,0
7374,246475,0.111,0.0905371,0.108628,0
7375,31027.1,0.111,0.0778844,0.106607,0
7376,25449.3,0.111,0.0776176,0.108841,0
7377,36790.3,0.111,0.106773,0.11702,0
7378,111.963,0.111,0.191204,0.109956,0
7379,6197.11,0.111,0.0919338,0.0665194,0
7380,4624.14,0.111,0.0924945,0.0625804,0
7381,6375.78,0.111,0.0951061,0.0663629,0
7382,3071.73,0.111,0.109686,0.0570534,0
7383,2608.32,0.111,0.113094,0.0547897,0
7384,2463.01,0.111,0.112505,0.0535787,0
7385,1598.24,0.111,0.127378,0.130331,0
7386,2279.78,0.111,0.076729,0.0572817,0
7387,5261.77,0.111,0.131056,0.082538,0
7388,5029.77,0.111,0.131873,0.0829728,0
7389,3.0389,0.111,0.0965526,0.196176,0
7390,123379,0.111,0.108037,0.111363,0
7391,175535,0.111,0.106395,0.11039,0
7392,107.954,0.111,0.0574707,0.154359,0
7393,321.077,0.111,0.185572,0.080693,0
7394,271.915,0.111,0.189088,0.0858376,0
7395,1254.55,0.111,0.139192,0.0530145,0
7396,130956,0.111,0.117861,0.102083,0
7397,67088.9,0.111,0.118535,0.0928182,0
7398,41812.6,0.111,0.1199,0.0909122,0
7399,51948.9,0.111,0.118109,0.0899758,0
7400,106727,0.111,0.116049,0.0925654,0
7401,79.0976,0.111,0.18691,0.120475,0
7402,71924.3,0.111,0.0994268,0.114848,0
7403,35094.6,0.111,0.0965914,0.0801732,0
7404,15431.7,0.111,0.072723,0.0953265,0
7405,424.066,0.111,0.107882,0.150874,0
7406,589.384,0.111,0.029357,0.0533794,0
7407,606.877,0.111,0.0311944,0.0528986,0
7408,14559.3,0.111,0.0779727,0.114385,0
7409,173.541,0.111,0.0475303,0.139093,0
7410,139.908,0.111,0.0433469,0.137711,0
7411,200.198,0.111,0.0465341,0.135605,0
7412,240.238,0.111,0.104671,0.157248,0
7413,18.8812,0.111,0.133749,0.183038,0
7414,11.4629,0.111,0.145784,0.19468,0
7415,166375,0.111,0.105923,0.110748,0
7416,120622,0.111,0.105235,0.112032,0
7417,460.045,0.111,0.0175643,0.0632357,0
7418,460.099,0.111,0.0182486,0.0637065,0
7419,7041.81,0.111,0.0875362,0.125018,0
7420,4053.83,0.111,0.0774674,0.124675,0
7421,5268.74,0.111,0.0789016,0.123558,0
7422,4257.12,0.111,0.0767607,0.123728,0
7423,701.478,0.111,0.043926,0.0263378,0
7424,4063.63,0.111,0.0984862,0.0602515,0
7425,2933.67,0.111,0.0965489,0.0550526,0
7426,999.809,0.111,0.0509064,0.107146,0
7427,181832,0.111,0.105964,0.110161,0
7428,183773,0.111,0.105993,0.110274,0
7429,7.43255,0.111,0.0744914,0.199206,0
7430,5474.23,0.111,0.106141,0.128951,0
7431,10.2606,0.111,0.159373,0.191762,0
7432,10.1791,0.111,0.156775,0.194625,0
7433,4198.45,0.111,0.0697288,0.116159,0
7434,511.369,0.111,0.0525324,0.125672,0
7435,503.002,0.111,0.051682,0.124761,0
7436,663.759,0.111,0.0547,0.123459,0
7437,5.47114,0.111,0.0162287,0.174208,0
7438,6.26468,0.111,0.0132755,0.168388,0
7439,1061.03,0.111,0.11915,0.139151,0
7440,162.391,0.111,0.0655145,0.153312,0
7441,198242,0.111,0.102723,0.0890653,0
7442,198059,0.111,0.10269,0.0890587,0
7443,6850.96,0.111,0.070217,0.0845355,0
7444,54973.5,0.111,0.0847049,0.111253,0
7445,2514.06,0.111,0.111468,0.134111,0
7446,631.13,0.111,0.0864521,0.145846,0
7447,552.601,0.111,0.0887856,0.147941,0
7448,627.923,0.111,0.0296158,0.0299138,0
7449,5591.7,0.111,0.0988984,0.0644684,0
7450,31862.4,0.111,0.0765672,0.0966353,0
7451,19.9999,0.111,0.0708514,0.182178,0
7452,5470.01,0.111,0.10778,0.0648366,0
7453,607.26,0.111,0.186218,0.0141041,0
7454,16.5736,0.111,0.0389362,0.173919,0
7455,56.4255,0.111,0.0629789,0.166652,0
7456,121861,0.111,0.0819135,0.0972024,0
7457,175968,0.111,0.0829803,0.0974939,0
7458,147670,0.111,0.0821914,0.098085,0
7459,73923.7,0.111,0.119219,0.104409,0
7460,658.42,0.111,0.0411961,0.00991565,0
7461,851.545,0.111,0.149452,0.0426972,0
7462,840.751,0.111,0.149931,0.0423802,0
7463,869.143,0.111,0.151005,0.0491757,0
7464,322.708,0.111,0.180257,0.0851531,0
7465,160.779,0.111,0.0843361,0.159746,0
7466,9.63913,0.111,0.158026,0.199425,0
7467,8.579,0.111,0.164238,0.198176,0
7468,111068,0.111,0.0994026,0.112992,0
7469,3.14772,0.111,0.00771317,0.17939,0
7470,2.99204,0.111,0.00610805,0.178069,0
7471,32.7439,0.111,0.0644801,0.174339,0
7472,12697,0.111,0.076077,0.113032,0
7473,14148,0.111,0.127277,0.0936575,0
7474,13938.5,0.111,0.127212,0.0927135,0
7475,49132.4,0.111,0.110705,0.0840445,0
7476,540.639,0.111,0.159706,0.100843,0
7477,221527,0.111,0.10762,0.0901939,0
7478,10911,0.111,0.107267,0.0722307,0
7479,10045.6,0.111,0.107736,0.0712977,0
7480,196.604,0.111,0.0176895,0.10094,0
7481,647.597,0.111,0.0369695,0.00924022,0
7482,815.604,0.111,0.0833897,0.0159124,0
7483,800.84,0.111,0.084308,0.0144969,0
7484,762.629,0.111,0.0802651,0.0121073,0
7485,1744,0.111,0.144665,0.0798895,0
7486,1427.4,0.111,0.146346,0.0755411,0
7487,104.507,0.111,0.0845529,0.164497,0
7488,6.69245,0.111,0.2,0.1607,0
7489,313576,0.111,0.0858625,0.104414,0
7490,1104.59,0.111,0.136391,0.126483,0
7491,63.8997,0.111,0.162519,0.146228,0
7492,221591,0.111,0.104255,0.0896639,0
7493,711.589,0.111,0.145444,0.0158647,0
7494,19.0863,0.111,0.0340482,0.166008,0
7495,18.996,0.111,0.0341205,0.166165,0
7496,228251,0.111,0.111993,0.107626,0
7497,1.92086,0.111,0.0983773,0.2,0
7498,65.7024,0.111,0.130177,0.167292,0
7499,83.1213,0.111,0.126927,0.164394,0
7500,294.757,0.111,0.0795453,0.152188,0
7501,873.202,0.111,0.114211,0.0198866,0
7502,906.234,0.111,0.117508,0.0229138,0
7503,678.788,0.111,0.121074,0,0
7504,71.5667,0.111,0.141727,0.160682,0
7505,1248.57,0.111,0.0678456,0.0455127,0
7506,456.97,0.111,0.0366463,0.0977902,0
7507,803.487,0.111,0.120256,0.0157663,0
7508,2589.58,0.111,0.0783306,0.0587235,0
7509,19006.5,0.111,0.0736409,0.0988427,0
7510,5834.24,0.111,0.0792013,0.122619,0
7511,1695.84,0.111,0.0752065,0.050216,0
7512,160459,0.111,0.0826881,0.101919,0
7513,2509.08,0.111,0.0890169,0.134005,0
7514,11.633,0.111,0.0784868,0.188427,0
7515,13.3926,0.111,0.148813,0.18762,0
7516,2238.01,0.111,0.0653618,0.0675502,0
7517,525.291,0.111,0.0370184,0.0933487,0
7518,1291.7,0.111,0.0543495,0.0669628,0
7519,843.964,0.111,0.0844151,0.142488,0
7520,892.691,0.111,0.0831715,0.14145,0
7521,149.279,0.111,0.117583,0.159928,0
7522,2.90242,0.111,0.189684,0.189749,0
7523,4018.05,0.111,0.125364,0.0696371,0
7524,766.63,0.111,0.156642,0.0915029,0
7525,379.232,0.111,0.0677382,0.144084,0
7526,336.822,0.111,0.0670167,0.145018,0
7527,272711,0.111,0.114274,0.0949441,0
7528,1180.38,0.111,0.145852,0.062112,0
7529,647.116,0.111,0.156922,0,0
7530,19.9097,0.111,0.0692054,0.182228,0
7531,12.4057,0.111,0.0728311,0.188783,0
7532,353.684,0.111,0.165972,0.103405,0
7533,73737.7,0.111,0.107537,0.085293,0
7534,821.699,0.111,0.0635678,0.130683,0
7535,759.587,0.111,0.0640618,0.132169,0
7536,633.452,0.111,0.0604871,0.13144,0
7537,570.567,0.111,0.0587967,0.131091,0
7538,3396.06,0.111,0.115938,0.0608765,0
7539,1209.8,0.111,0.0515028,0.100665,0
7540,92694.4,0.111,0.0828171,0.0926523,0
7541,86641.5,0.111,0.0828029,0.0922304,0
7542,77282.2,0.111,0.0821823,0.0920026,0
7543,531.981,0.111,0.182744,0.0465822,0
7544,25.0267,0.111,0.185481,0.143107,0
7545,18.4293,0.111,0.193753,0.144182,0
7546,18.0418,0.111,0.194044,0.144347,0
7547,19.3441,0.111,0.141486,0.181771,0
7548,27340.9,0.111,0.094871,0.0791073,0
7549,23386.4,0.111,0.0962024,0.0779835,0
7550,6830.08,0.111,0.0695423,0.0860907,0
7551,468.913,0.111,0.0512076,0.125358,0
7552,244699,0.111,0.0862437,0.10599,0
7553,70.6748,0.111,0.0606203,0.161985,0
7554,1386.58,0.111,0.053774,0.0729902,0
7555,7980.01,0.111,0.0960638,0.0687337,0
7556,181.053,0.111,0.0889898,0.159547,0
7557,1238.49,0.111,0.0928137,0.0341943,0
7558,79208.2,0.111,0.0936854,0.0852857,0
7559,3573.09,0.111,0.0617305,0.0953241,0
7560,1627.07,0.111,0.115933,0.136229,0
7561,33519.5,0.111,0.103508,0.118353,0
7562,282.438,0.111,0.0591563,0.141769,0
7563,101.731,0.111,0.09402,0.16593,0
7564,119.403,0.111,0.0935446,0.164462,0
7565,50804.5,0.111,0.108004,0.115479,0
7566,23.6355,0.111,0.0151027,0.143752,0
7567,164334,0.111,0.0823967,0.0988021,0
7568,18820.8,0.111,0.107637,0.0767974,0
7569,66.9156,0.111,0.150592,0.155956,0
7570,45.4204,0.111,0.0965913,0.174473,0
7571,4.7725,0.111,0.177456,0.2,0
7572,73943.4,0.111,0.119218,0.10441,0
7573,4330.83,0.111,0.0636085,0.0902377,0
7574,620.237,0.111,0.0244556,0.0182733,0
7575,193425,0.111,0.0941578,0.0894853,0
7576,4980.75,0.111,0.115661,0.126642,0
7577,7294.84,0.111,0.0847786,0.070825,0
7578,853.37,0.111,0.135682,0.0265485,0
7579,7000.42,0.111,0.126831,0.0805406,0
7580,7561.13,0.111,0.125728,0.0799829,0
7581,11839.8,0.111,0.12364,0.0832499,0
7582,9.5677,0.111,0.0680497,0.2,0
7583,1538.64,0.111,0.122774,0.0461191,0
7584,1490.73,0.111,0.121918,0.0447534,0
7585,23931,0.111,0.0841413,0.0824658,0
7586,656.824,0.111,0.0348846,0.0581562,0
7587,715.018,0.111,0.0390326,0.0518437,0
7588,13.4793,0.111,0.150471,0.186799,0
7589,93536.2,0.111,0.086387,0.110059,0
7590,61563.6,0.111,0.0858371,0.11167,0
7591,340.547,0.111,0.0260222,0.0904628,0
7592,689.8,0.111,0.137538,0.13198,0
7593,11311.2,0.111,0.0714023,0.0923332,0
7594,71391.5,0.111,0.108759,0.113644,0
7595,594.907,0.111,0.196587,0.0172148,0
7596,831.57,0.111,0.112889,0.0168908,0
7597,647.707,0.111,0.0431698,0,0
7598,646.748,0.111,0.041741,0,0
7599,649.072,0.111,0.0426838,0.00172241,0
7600,80.5434,0.111,0.185283,0.120757,0
7601,1398.31,0.111,0.116874,0.0408723,0
7602,338.328,0.111,0.0259124,0.0905222,0
7603,63.1029,0.111,0.194045,0.122086,0
7604,3010.16,0.111,0.139573,0.0994665,0
7605,757.386,0.111,0.0537,0.120043,0
7606,481.427,0.111,0.048956,0.121915,0
7607,16.9153,0.111,0.1891,0.147867,0
7608,210.952,0.111,0.146231,0.141894,0
7609,4301.68,0.111,0.122949,0.124044,0
7610,182536,0.111,0.0867308,0.0923189,0
7611,152380,0.111,0.0880043,0.0905536,0
7612,155334,0.111,0.0869158,0.0915795,0
7613,211167,0.111,0.0879282,0.0918651,0
7614,32704,0.111,0.0803378,0.110443,0
7615,1034.47,0.111,0.0850211,0.0285428,0
7616,621.588,0.111,0.2,0.000151816,0
7617,3101.22,0.111,0.0831382,0.0597727,0
7618,3488.6,0.111,0.0874732,0.0598757,0
7619,40113.8,0.111,0.0995097,0.0807846,0
7620,455.234,0.111,0.106929,0.150453,0
7621,927.077,0.111,0.0880395,0.142718,0
7622,154.262,0.111,0.144976,0.14755,0
7623,133.852,0.111,0.145332,0.149775,0
7624,786.454,0.111,0.150495,0.0358271,0
7625,185207,0.111,0.106199,0.110207,0
7626,617.351,0.111,0.2,0.00611179,0
7627,1680.19,0.111,0.0555824,0.103989,0
7628,2186.19,0.111,0.0584988,0.104725,0
7629,1267.78,0.111,0.0781355,0.136048,0
7630,44367.9,0.111,0.109331,0.115605,0
7631,51.5009,0.111,0.105444,0.172917,0
7632,794.03,0.111,0.0772538,0.140407,0
7633,212.418,0.111,0.162298,0.123857,0
7634,662.935,0.111,0.0630888,0,0
7635,661.487,0.111,0.0609708,0,0
7636,117220,0.111,0.0929327,0.0873296,0
7637,1231.11,0.111,0.065859,0.127438,0
7638,104668,0.111,0.0886355,0.0884067,0
7639,20668.8,0.111,0.0963246,0.0766963,0
7640,297.342,0.111,0.0466481,0.127929,0
7641,30.0324,0.111,0.182903,0.141172,0
7642,9.5079,0.111,0.106683,0.187356,0
7643,293928,0.111,0.112528,0.0932591,0
7644,284046,0.111,0.112058,0.0932474,0
7645,171250,0.111,0.103952,0.110807,0
7646,83.0059,0.111,0.185955,0.119733,0
7647,21.0153,0.111,0.0053583,0.141201,0
7648,126.902,0.111,0.00760722,0.106267,0
7649,699.982,0.111,0.112069,0.00459856,0
7650,2475.22,0.111,0.132574,0.120492,0
7651,1918.07,0.111,0.134581,0.120698,0
7652,607.349,0.111,0.2,0.0114558,0
7653,155.445,0.111,0.117013,0.159758,0
7654,3256.66,0.111,0.123843,0.0644713,0
7655,3844.75,0.111,0.0718896,0.0719324,0
7656,4034.4,0.111,0.0729775,0.0717112,0
7657,2551.93,0.111,0.0874287,0.0542477,0
7658,2674.61,0.111,0.0880511,0.054905,0
7659,2358.86,0.111,0.0900707,0.0523354,0
7660,652.358,0.111,0.0344905,0.058195,0
7661,530.755,0.111,0.0246683,0.0584038,0
7662,1.80313,0.111,0.2,0.199848,0
7663,715.612,0.111,0.0762583,0.00753964,0
7664,727.721,0.111,0.0785365,0.00842835,0
7665,709.191,0.111,0.0782514,0.00649129,0
7666,6834.43,0.111,0.127542,0.0812639,0
7667,8246.41,0.111,0.1283,0.0849406,0
7668,744.945,0.111,0.0835057,0.00986708,0
7669,120818,0.111,0.0916649,0.111506,0
7670,77.8095,0.111,0.0821459,0.167567,0
7671,572.331,0.111,0,0.0262586,0
7672,826.371,0.111,0.0855387,0.0162871,0
7673,817.567,0.111,0.0847299,0.0158348,0
7674,881.036,0.111,0.0846922,0.02001,0
7675,3017.12,0.111,0.0978333,0.133965,0
7676,13836.9,0.111,0.114994,0.0771573,0
7677,13775,0.111,0.115108,0.0771818,0
7678,5248.53,0.111,0.0738062,0.118883,0
7679,19.5324,0.111,0.0576838,0.18152,0
7680,16685.9,0.111,0.0980103,0.0749415,0
7681,120.809,0.111,0.0983935,0.164407,0
7682,93.6073,0.111,0.0947477,0.166958,0
7683,202.476,0.111,0.060854,0.147512,0
7684,235.191,0.111,0.0602095,0.144845,0
7685,18.9281,0.111,0.137862,0.182111,0
7686,22.8548,0.111,0.146756,0.176183,0
7687,3617.37,0.111,0.124278,0.0668539,0
7688,118021,0.111,0.117827,0.0956238,0
7689,41.2107,0.111,0.161199,0.155831,0
7690,1126.66,0.111,0.0832941,0.139203,0
7691,1248.08,0.111,0.0828478,0.138067,0
7692,99646.4,0.111,0.0981283,0.113348,0
7693,552.732,0.111,0.036295,0.087664,0
7694,34924.5,0.111,0.0989085,0.08007,0
7695,18.5464,0.111,0.184159,0.148861,0
7696,1400.4,0.111,0.0537,0.0738598,0
7697,617.737,0.111,0.0319197,0.0523645,0
7698,1154.85,0.111,0.073266,0.134111,0
7699,168.309,0.111,0.0548047,0.145938,0
7700,8.18773,0.111,0.0826557,0.191024,0
7701,626.099,0.111,0.0174782,0,0
7702,623.865,0.111,0.0144773,0,0
7703,622.561,0.111,0.0150902,0.00352505,0
7704,1164.52,0.111,0.150221,0.0760461,0
7705,1149.45,0.111,0.150974,0.0799142,0
7706,76639.7,0.111,0.0798707,0.0985124,0
7707,522.272,0.111,0.169654,0.0741632,0
7708,720.872,0.111,0.0396434,0.0494808,0
7709,679.48,0.111,0.0368099,0.0464408,0
7710,29.133,0.111,0.135617,0.176138,0
7711,23.4905,0.111,0.134785,0.178846,0
7712,22.7479,0.111,0.138784,0.178622,0
7713,3004.5,0.111,0.0746004,0.064615,0
7714,51147.4,0.111,0.0982802,0.0822456,0
7715,48773.4,0.111,0.0979433,0.0819173,0
7716,4091.07,0.111,0.107862,0.0611796,0
7717,132.028,0.111,0.0483988,0.1441,0
7718,17.3778,0.111,0.170236,0.164371,0
7719,2.70375,0.111,0.00547233,0.179995,0
7720,895.527,0.111,0.0894386,0.143336,0
7721,6872.43,0.111,0.132456,0.102167,0
7722,5815.04,0.111,0.133727,0.10249,0
7723,49718.7,0.111,0.0998125,0.0820737,0
7724,487.628,0.111,0.2,0.0497126,0
7725,34604,0.111,0.096688,0.0800602,0
7726,142862,0.111,0.0881944,0.090111,0
7727,153650,0.111,0.0885796,0.0903108,0
7728,157.544,0.111,0.0768143,0.158095,0
7729,291.264,0.111,0.101222,0.155306,0
7730,38.9383,0.111,0.032194,0.150559,0
7731,232.053,0.111,0.12059,0.154524,0
7732,629.502,0.111,0.177456,0,0
7733,231.509,0.111,0.163805,0.118111,0
7734,645.399,0.111,0.16312,0.00497675,0
7735,54481.8,0.111,0.113968,0.112409,0
7736,701.825,0.111,0.14054,0.0100888,0
7737,32.0249,0.111,0.13815,0.173928,0
7738,60.2205,0.111,0.0406972,0.150413,0
7739,49.6702,0.111,0.0388381,0.152503,0
7740,557.183,0.111,0.17124,0.0627934,0
7741,67454.1,0.111,0.0966417,0.1152,0
7742,645.025,0.111,0.163381,0.00367076,0
7743,50240.9,0.111,0.114329,0.112732,0
7744,679.078,0.111,0.13436,0.0045033,0
7745,4176.79,0.111,0.0725801,0.0726512,0
7746,13204.2,0.111,0.128163,0.0963764,0
7747,2095.99,0.111,0.127267,0.0582123,0
7748,1326.51,0.111,0.142524,0.114303,0
7749,63583.2,0.111,0.0837233,0.0893526,0
7750,91311,0.111,0.0857117,0.0894839,0
7751,2.08885,0.111,0.0964985,0.2,0
7752,10428.6,0.111,0.118246,0.0763696,0
7753,1790.66,0.111,0.0583432,0.110112,0
7754,2537.71,0.111,0.0900235,0.134234,0
7755,17.4703,0.111,0.170148,0.164352,0
7756,3660.2,0.111,0.0625209,0.0898143,0
7757,121064,0.111,0.118159,0.101908,0
7758,73872.5,0.111,0.119223,0.104406,0
7759,813.423,0.111,0.0856588,0.0155044,0
7760,797.208,0.111,0.0861198,0.0139111,0
7761,214.741,0.111,0,0.0917716,0
7762,225.929,0.111,0.00192006,0.090324,0
7763,171.726,0.111,0.0505436,0.141882,0
7764,237.69,0.111,0.051639,0.137673,0
7765,635.002,0.111,0.0332765,0.0510686,0
7766,51519.5,0.111,0.111876,0.113942,0
7767,240849,0.111,0.115851,0.0969775,0
7768,117033,0.111,0.110672,0.110671,0
7769,112617,0.111,0.0813593,0.101361,0
7770,151819,0.111,0.0861694,0.0921039,0
7771,99806.6,0.111,0.0860697,0.0898136,0
7772,72831.5,0.111,0.0874501,0.111956,0
7773,5712.45,0.111,0.128916,0.114189,0
7774,4213.47,0.111,0.10003,0.131412,0
7775,39429.7,0.111,0.0930346,0.0814116,0
7776,1235.96,0.111,0.0625652,0.0503533,0
7777,72340,0.111,0.0796393,0.0978889,0
7778,25.5646,0.111,0.0170737,0.143627,0
7779,55426.9,0.111,0.120479,0.0947246,0
7780,1373.81,0.111,0.147762,0.0785604,0
7781,32.0981,0.111,0.01847,0.14161,0
7782,5300.82,0.111,0.120902,0.0704959,0
7783,4869.48,0.111,0.122735,0.0711983,0
7784,4719.91,0.111,0.122018,0.0697308,0
7785,11.3044,0.111,0.144676,0.196432,0
7786,11.6661,0.111,0.139837,0.195964,0
7787,217707,0.111,0.107709,0.0903209,0
7788,3484.01,0.111,0.0621707,0.0888916,0
7789,225437,0.111,0.0886868,0.107912,0
7790,574.607,0.111,0.174925,0.0480448,0
7791,462.019,0.111,0.165724,0.0929952,0
7792,53102.3,0.111,0.085522,0.0867139,0
7793,156828,0.111,0.117585,0.101857,0
7794,44789,0.111,0.10164,0.0815058,0
7795,637.663,0.111,0.16804,0,0
7796,638.715,0.111,0.165922,0,0
7797,637.116,0.111,0.167362,0.00140282,0
7798,95012.7,0.111,0.11241,0.110638,0
7799,79557.9,0.111,0.113455,0.110709,0
