vtkOriginalIndices,Heat[W/m^3],Points:0,Points:1,Points:2,__vtkIsSelected__
1930,9.70E+06,0.111,0.105108,0.0989549,0
1931,2.02E+07,0.111,0.109261,0.101014,0
1932,1.30E+07,0.111,0.1045,0.1008,0
1933,208999,0.111,0.108278,0.0936409,0
1934,249078,0.111,0.108251,0.0941347,0
1935,6.36E+06,0.111,0.105818,0.0986109,0
1936,5.10E+06,0.111,0.105796,0.0984841,0
1937,6.17E+06,0.111,0.105533,0.0986368,0
1938,336473,0.111,0.102328,0.105278,0
1939,410827,0.111,0.105066,0.0949738,0
1940,276970,0.111,0.113985,0.100817,0
1941,457944,0.111,0.113194,0.100004,0
1942,457026,0.111,0.113068,0.100931,0
1943,265963,0.111,0.11403,0.100885,0
1944,4.71E+06,0.111,0.100581,0.101492,0
1945,4.55E+06,0.111,0.100252,0.101557,0
1946,3.59E+06,0.111,0.100371,0.101709,0
1947,120426,0.111,0.105827,0.0918296,0
1948,2.47E+06,0.111,0.0993549,0.0979097,0
1949,3.08E+06,0.111,0.0996214,0.0981027,0
1950,1.49E+07,0.111,0.09575,0.0992,0
1951,9.03E+06,0.111,0.095585,0.0989779,0
1952,1.42E+07,0.111,0.0955,0.0992,0
1953,921080,0.111,0.102322,0.103361,0
1954,1.74E+07,0.111,0.0896146,0.100697,0
1955,2.18E+07,0.111,0.0897854,0.100809,0
1956,9.11E+06,0.111,0.110036,0.0995296,0
1957,1.93E+07,0.111,0.11,0.0994837,0
1958,7.77E+06,0.111,0.11,0.0995477,0
1959,2.53E+06,0.111,0.0963569,0.0978676,0
1960,275412,0.111,0.0911215,0.0945323,0
1961,1.44E+06,0.111,0.0966664,0.0972105,0
1962,1.42E+06,0.111,0.0966407,0.0971935,0
1963,3.78E+06,0.111,0.1053,0.0982179,0
1964,3.07E+06,0.111,0.105204,0.0980798,0
1965,4.69E+06,0.111,0.105021,0.0984204,0
1966,3.37E+06,0.111,0.104787,0.0981637,0
1967,537660,0.111,0.105933,0.0955364,0
1968,522955,0.111,0.105926,0.0954848,0
1969,2.71E+06,0.111,0.102203,0.10199,0
1970,3.50E+06,0.111,0.102293,0.101728,0
1971,4.09E+06,0.111,0.102072,0.101585,0
1972,901917,0.111,0.0982109,0.096583,0
1973,332898,0.111,0.0980042,0.105316,0
1974,426238,0.111,0.104185,0.0950754,0
1975,486604,0.111,0.106727,0.104551,0
1976,4.87E+06,0.111,0.0992554,0.101437,0
1977,4.33E+06,0.111,0.099612,0.101592,0
1978,5.58E+06,0.111,0.099522,0.101323,0
1979,1.34E+06,0.111,0.0928705,0.102988,0
1980,147172,0.111,0.105031,0.107365,0
1981,159294,0.111,0.105397,0.107009,0
1982,4.95E+06,0.111,0.10149,0.0984935,0
1983,1.09E+07,0.111,0.105203,0.0990149,0
1984,267184,0.111,0.113167,0.102763,0
1985,210426,0.111,0.090846,0.105856,0
1986,1.78E+07,0.111,0.0915445,0.0990792,0
1987,1.53E+07,0.111,0.0915254,0.098998,0
1988,1.84E+07,0.111,0.0914532,0.0990824,0
1989,8.43E+06,0.111,0.0895543,0.0988493,0
1990,3.31E+07,0.111,0.0897937,0.0990714,0
1991,1.08E+07,0.111,0.0895244,0.0989383,0
1992,9.23E+06,0.111,0.109534,0.101486,0
1993,325300,0.111,0.0903725,0.0950481,0
1994,392690,0.111,0.091051,0.0951509,0
1995,1.91E+06,0.111,0.0947071,0.102493,0
1996,2.69E+06,0.111,0.0946552,0.102169,0
1997,1.29E+07,0.111,0.1,0.1008,0
1998,237510,0.111,0.0884392,0.0951901,0
1999,241565,0.111,0.0882603,0.0950525,0
2000,241639,0.111,0.0883328,0.0952968,0
2001,1.41E+07,0.111,0.10525,0.1008,0
2002,1.01E+07,0.111,0.105342,0.101027,0
2003,1.10E+06,0.111,0.102173,0.103046,0
2004,9.91E+06,0.111,0.0930112,0.101077,0
2005,1.32E+06,0.111,0.101623,0.0971235,0
2006,461862,0.111,0.101284,0.104592,0
2007,4.20E+06,0.111,0.0923628,0.101814,0
2008,1.89E+07,0.111,0.1085,0.0992,0
2009,1.97E+06,0.111,0.100159,0.097663,0
2010,1.54E+06,0.111,0.100051,0.0973289,0
2011,1.48E+06,0.111,0.10016,0.0972773,0
2012,108781,0.111,0.103569,0.10903,0
2013,518969,0.111,0.101607,0.0955276,0
2014,4.50E+06,0.111,0.101023,0.101514,0
2015,1.60E+06,0.111,0.0911144,0.0971803,0
2016,2.72E+06,0.111,0.0909398,0.0976861,0
2017,163004,0.111,0.102857,0.107028,0
2018,175959,0.111,0.103668,0.106858,0
2019,6.90E+06,0.111,0.0897762,0.0996853,0
2020,477846,0.111,0.0883455,0.0967778,0
2021,2.38E+07,0.111,0.109643,0.0989904,0
2022,471077,0.111,0.0876735,0.102521,0
2023,412214,0.111,0.0876987,0.10294,0
2024,437699,0.111,0.0878289,0.102916,0
2025,3.55E+06,0.111,0.102795,0.0983161,0
2026,5.05E+06,0.111,0.103158,0.0985662,0
2027,150786,0.111,0.105867,0.107228,0
2028,743342,0.111,0.09645,0.103751,0
2029,6.60E+06,0.111,0.101907,0.101225,0
2030,5.41E+06,0.111,0.10197,0.101396,0
2031,945564,0.111,0.101281,0.0966198,0
2032,872734,0.111,0.101564,0.0964835,0
2033,1.28E+07,0.111,0.10175,0.1008,0
2034,361730,0.111,0.0918281,0.0949693,0
2035,2.85E+06,0.111,0.102589,0.0980549,0
2036,2.24E+07,0.111,0.09075,0.0992,0
2037,1.22E+07,0.111,0.104593,0.0990831,0
2038,1.01E+07,0.111,0.104699,0.0989593,0
2039,1.06E+07,0.111,0.104537,0.098989,0
2040,2.52E+06,0.111,0.0901339,0.0977638,0
2041,3.04E+06,0.111,0.0896635,0.0981224,0
2042,5.74E+06,0.111,0.0901008,0.0983271,0
2043,111419,0.111,0.104786,0.0912015,0
2044,117749,0.111,0.10576,0.0916606,0
2045,5.87E+06,0.111,0.100866,0.0986465,0
2046,245732,0.111,0.0861141,0.102,0
2047,467588,0.111,0.106706,0.0952478,0
2048,1.01E+07,0.111,0.101481,0.100997,0
2049,2.10E+07,0.111,0.109354,0.101007,0
2050,2.20E+07,0.111,0.109436,0.101019,0
2051,2.35E+07,0.111,0.109347,0.10095,0
2052,1.06E+07,0.111,0.100829,0.100924,0
2053,1.07E+07,0.111,0.100732,0.100924,0
2054,9.36E+06,0.111,0.10077,0.100997,0
2055,5.69E+06,0.111,0.0987076,0.0986293,0
2056,5.98E+06,0.111,0.0987693,0.0986683,0
2057,7.90E+06,0.111,0.0953855,0.0988063,0
2058,8.90E+06,0.111,0.0953642,0.0989292,0
2059,813483,0.111,0.109487,0.0963778,0
2060,274410,0.111,0.111981,0.106017,0
2061,788074,0.111,0.104733,0.103625,0
2062,747703,0.111,0.10398,0.10371,0
2063,8.70E+06,0.111,0.102952,0.098952,0
2064,9.49E+06,0.111,0.102893,0.0990054,0
2065,1.32E+07,0.111,0.103,0.0992,0
2066,9.30E+06,0.111,0.102778,0.0989674,0
2067,289078,0.111,0.112693,0.094672,0
2068,2.19E+07,0.111,0.110005,0.101068,0
2069,5.53E+06,0.111,0.11028,0.101582,0
2070,1.02E+07,0.111,0.109893,0.101356,0
2071,5.49E+06,0.111,0.109571,0.098199,0
2072,7.25E+06,0.111,0.10937,0.0984511,0
2073,2.79E+07,0.111,0.110105,0.0989897,0
2074,2.22E+07,0.111,0.110258,0.0991151,0
2075,5.32E+06,0.111,0.109099,0.0981653,0
2076,3.67E+06,0.111,0.10904,0.097939,0
2077,4.52E+06,0.111,0.100984,0.101512,0
2078,3.59E+06,0.111,0.100596,0.101703,0
2079,432942,0.111,0.0867915,0.100891,0
2080,437070,0.111,0.086799,0.100882,0
2081,431128,0.111,0.0867807,0.100881,0
2082,1.27E+06,0.111,0.0888451,0.0978006,0
2083,262729,0.111,0.114047,0.100873,0
2084,1.02E+07,0.111,0.103935,0.0989789,0
2085,8.73E+06,0.111,0.104098,0.0989303,0
2086,8.18E+06,0.111,0.10395,0.0988478,0
2087,5.60E+06,0.111,0.098903,0.0986152,0
2088,1.06E+06,0.111,0.0908517,0.103146,0
2089,525025,0.111,0.0874646,0.101884,0
2090,5.90E+06,0.111,0.103971,0.0986664,0
2091,597176,0.111,0.0972849,0.0958019,0
2092,481104,0.111,0.109829,0.0957733,0
2093,314999,0.111,0.110273,0.0952182,0
2094,1.92E+06,0.111,0.106436,0.0973965,0
2095,2.39E+06,0.111,0.106339,0.0977109,0
2096,175495,0.111,0.105563,0.10674,0
2097,201426,0.111,0.106173,0.106337,0
2098,1.35E+06,0.111,0.104562,0.0971159,0
2099,1.26E+06,0.111,0.104151,0.0970183,0
2100,1.67E+06,0.111,0.104406,0.0973828,0
2101,1.41E+06,0.111,0.104193,0.102826,0
2102,1.15E+06,0.111,0.104538,0.103096,0
2103,5.66E+06,0.111,0.098791,0.0986255,0
2104,2.48E+06,0.111,0.0907396,0.0975895,0
2105,7.09E+06,0.111,0.103216,0.101151,0
2106,8.20E+06,0.111,0.10328,0.101106,0
2107,6.59E+06,0.111,0.0895032,0.0998816,0
2108,6.98E+06,0.111,0.0894267,0.0999726,0
2109,9.72E+06,0.111,0.0993475,0.099009,0
2110,1.39E+06,0.111,0.0927188,0.102918,0
2111,1.37E+06,0.111,0.0995761,0.0971879,0
2112,1.91E+06,0.111,0.10555,0.102441,0
2113,1.37E+07,0.111,0.10475,0.0992,0
2114,1.77E+07,0.111,0.0903595,0.101121,0
2115,9.47E+06,0.111,0.105213,0.09893,0
2116,1.00E+07,0.111,0.105248,0.0989774,0
2117,7.11E+06,0.111,0.105433,0.0987258,0
2118,1.10E+07,0.111,0.0967343,0.0990108,0
2119,859340,0.111,0.100231,0.103445,0
2120,661719,0.111,0.100208,0.103936,0
2121,500877,0.111,0.109328,0.0957246,0
2122,2.30E+06,0.111,0.0901528,0.0977007,0
2123,8.51E+06,0.111,0.101473,0.0989947,0
2124,1.17E+06,0.111,0.10135,0.103009,0
2125,4.17E+06,0.111,0.105627,0.0982855,0
2126,2.37E+06,0.111,0.10335,0.102139,0
2127,1.31E+07,0.111,0.104,0.0992,0
2128,9.05E+06,0.111,0.0958994,0.101048,0
2129,1.23E+07,0.111,0.097,0.0992,0
2130,3.74E+06,0.111,0.111131,0.099175,0
2131,1.50E+07,0.111,0.10675,0.0992,0
2132,240910,0.111,0.110131,0.105283,0
2133,148731,0.111,0.11033,0.106242,0
2134,5.13E+06,0.111,0.107457,0.0984192,0
2135,5.19E+06,0.111,0.10755,0.0984103,0
2136,720698,0.111,0.103806,0.103789,0
2137,241678,0.111,0.105114,0.0937526,0
2138,213091,0.111,0.105176,0.0934861,0
2139,2.42E+06,0.111,0.102414,0.0978708,0
2140,730798,0.111,0.0952737,0.103741,0
2141,3.61E+06,0.111,0.0951509,0.101801,0
2142,2.63E+06,0.111,0.095017,0.102058,0
2143,2.32E+06,0.111,0.0951812,0.102199,0
2144,8.92E+06,0.111,0.0895448,0.100516,0
2145,2.18E+07,0.111,0.091,0.0992,0
2146,147295,0.111,0.0946761,0.0922639,0
2147,5.73E+06,0.111,0.107494,0.0985099,0
2148,8.10E+06,0.111,0.0977954,0.0989118,0
2149,6.94E+06,0.111,0.0932135,0.101346,0
2150,9.63E+06,0.111,0.0933226,0.101155,0
2151,6.91E+06,0.111,0.0975578,0.101271,0
2152,8.91E+06,0.111,0.0975614,0.101048,0
2153,8.86E+06,0.111,0.0973793,0.101056,0
2154,1.62E+06,0.111,0.0966207,0.102555,0
2155,1.86E+06,0.111,0.0964461,0.102398,0
2156,1.64E+06,0.111,0.0962524,0.10256,0
2157,1.22E+07,0.111,0.0936359,0.0990479,0
2158,168225,0.111,0.0988892,0.0926372,0
2159,175269,0.111,0.098872,0.0927577,0
2160,169358,0.111,0.0990218,0.0926671,0
2161,1.19E+07,0.111,0.106585,0.100994,0
2162,417904,0.111,0.0896538,0.0957623,0
2163,1.24E+07,0.111,0.096,0.1008,0
2164,1.95E+06,0.111,0.102811,0.102327,0
2165,2.50E+06,0.111,0.102628,0.102066,0
2166,2.40E+06,0.111,0.102928,0.102117,0
2167,276888,0.111,0.08611,0.101057,0
2168,248532,0.111,0.0858339,0.100574,0
2169,228071,0.111,0.104916,0.090552,0
2170,118009,0.111,0.10465,0.0911335,0
2171,1.39E+06,0.111,0.109519,0.0971625,0
2172,9.64E+06,0.111,0.101606,0.101015,0
2173,214689,0.111,0.0993972,0.0933338,0
2174,477906,0.111,0.0938916,0.0953872,0
2175,417612,0.111,0.0938954,0.0951771,0
2176,506555,0.111,0.0932756,0.095469,0
2177,9.95E+06,0.111,0.105186,0.101015,0
2178,1.42E+06,0.111,0.107111,0.102869,0
2179,1.14E+06,0.111,0.106703,0.103179,0
2180,1.07E+07,0.111,0.0963264,0.0990458,0
2181,8.80E+06,0.111,0.0989924,0.0989707,0
2182,8.54E+06,0.111,0.0990041,0.0989541,0
2183,152769,0.111,0.0962474,0.0924018,0
2184,1.12E+06,0.111,0.0907964,0.103113,0
2185,202901,0.111,0.111612,0.0947366,0
2186,463713,0.111,0.0996284,0.104616,0
2187,600746,0.111,0.0999024,0.104086,0
2188,1.90E+06,0.111,0.10436,0.102411,0
2189,1.72E+06,0.111,0.104148,0.102516,0
2190,224315,0.111,0.10107,0.0935047,0
2191,558612,0.111,0.098135,0.0956178,0
2192,638315,0.111,0.0981889,0.095867,0
2193,570692,0.111,0.098686,0.0956721,0
2194,136636,0.111,0.102833,0.107619,0
2195,162672,0.111,0.102356,0.10705,0
2196,4.91E+06,0.111,0.0990562,0.1014,0
2197,8.37E+06,0.111,0.0988766,0.101155,0
2198,1.70E+06,0.111,0.088187,0.0997677,0
2199,1.25E+06,0.111,0.0880095,0.0994301,0
2200,1.44E+07,0.111,0.09475,0.0992,0
2201,1.38E+07,0.111,0.095,0.0992,0
2202,3.07E+06,0.111,0.104879,0.101934,0
2203,124702,0.111,0.0914049,0.107341,0
2204,4.61E+06,0.111,0.0951531,0.101538,0
2205,4.05E+06,0.111,0.0947494,0.101637,0
2206,160253,0.111,0.0952704,0.0926315,0
2207,189261,0.111,0.101979,0.0930632,0
2208,7.69E+06,0.111,0.109061,0.098561,0
2209,1.20E+07,0.111,0.108861,0.09886,0
2210,2.51E+06,0.111,0.105182,0.102199,0
2211,3.08E+06,0.111,0.105422,0.101927,0
2212,2.36E+06,0.111,0.0896406,0.102188,0
2213,3.32E+06,0.111,0.0896149,0.101784,0
2214,2.55E+07,0.111,0.09075,0.1008,0
2215,5.84E+06,0.111,0.105182,0.101404,0
2216,8.57E+06,0.111,0.109126,0.101454,0
2217,7.07E+06,0.111,0.0969463,0.101154,0
2218,3.08E+06,0.111,0.094309,0.0980418,0
2219,2.07E+06,0.111,0.0945881,0.0976044,0
2220,767179,0.111,0.0943138,0.0961422,0
2221,681647,0.111,0.0947288,0.095956,0
2222,388172,0.111,0.0977939,0.09488,0
2223,459357,0.111,0.0995307,0.104632,0
2224,459708,0.111,0.0987855,0.104586,0
2225,2.89E+06,0.111,0.100073,0.0980684,0
2226,250142,0.111,0.113874,0.101855,0
2227,249972,0.111,0.113867,0.10188,0
2228,252019,0.111,0.113902,0.101864,0
2229,520799,0.111,0.101282,0.0955582,0
2230,2.36E+06,0.111,0.105945,0.102223,0
2231,207054,0.111,0.105302,0.0934015,0
2232,2.99E+06,0.111,0.104814,0.101964,0
2233,5.71E+06,0.111,0.0941382,0.0986283,0
2234,403349,0.111,0.0948302,0.0949464,0
2235,2.01E+06,0.111,0.10699,0.102444,0
2236,645908,0.111,0.087143,0.100092,0
2237,1.36E+07,0.111,0.0921943,0.0989984,0
2238,8.56E+06,0.111,0.106039,0.101097,0
2239,7.98E+06,0.111,0.105895,0.101147,0
2240,6.21E+06,0.111,0.105951,0.101413,0
2241,1.15E+06,0.111,0.104156,0.103051,0
2242,1.08E+06,0.111,0.104291,0.103173,0
2243,4.08E+06,0.111,0.0899462,0.100314,0
2244,7.38E+06,0.111,0.0896665,0.100339,0
2245,9.44E+06,0.111,0.0899393,0.100471,0
2246,6.78E+06,0.111,0.10795,0.101436,0
2247,2.88E+07,0.111,0.089797,0.100678,0
2248,2.75E+06,0.111,0.102541,0.101967,0
2249,1.17E+06,0.111,0.0958489,0.0968819,0
2250,1.39E+06,0.111,0.0957804,0.0971604,0
2251,1.43E+06,0.111,0.0959101,0.0972138,0
2252,480993,0.111,0.106742,0.104579,0
2253,276928,0.111,0.113712,0.0982139,0
2254,1.79E+07,0.111,0.11033,0.0992547,0
2255,162778,0.111,0.106026,0.0928422,0
2256,142983,0.111,0.100991,0.090022,0
2257,280318,0.111,0.107394,0.105565,0
2258,233775,0.111,0.108014,0.105902,0
2259,8.43E+06,0.111,0.103756,0.101171,0
2260,694553,0.111,0.108101,0.103848,0
2261,292543,0.111,0.0963769,0.105647,0
2262,1.34E+07,0.111,0.108515,0.10103,0
2263,102663,0.111,0.10303,0.0910766,0
2264,113578,0.111,0.103651,0.0914285,0
2265,2.06E+06,0.111,0.111212,0.101621,0
2266,1.26E+06,0.111,0.111031,0.10222,0
2267,117817,0.111,0.105819,0.0916794,0
2268,115945,0.111,0.10578,0.0917201,0
2269,293408,0.111,0.106964,0.105459,0
2270,180901,0.111,0.107212,0.10655,0
2271,1.25E+07,0.111,0.10125,0.1008,0
2272,1.19E+06,0.111,0.0883426,0.0983565,0
2273,1.23E+07,0.111,0.09775,0.1008,0
2274,8.24E+06,0.111,0.0978195,0.101059,0
2275,952821,0.111,0.102853,0.103357,0
2276,998989,0.111,0.102917,0.103247,0
2277,1.26E+06,0.111,0.106453,0.103065,0
2278,2.82E+06,0.111,0.10933,0.102229,0
2279,1.47E+07,0.111,0.110387,0.099179,0
2280,215343,0.111,0.0958914,0.106256,0
2281,206402,0.111,0.0964476,0.106429,0
2282,256881,0.111,0.0964281,0.105917,0
2283,8.71E+06,0.111,0.101775,0.101033,0
2284,281755,0.111,0.1139,0.103759,0
2285,255362,0.111,0.104545,0.0938891,0
2286,210790,0.111,0.104393,0.0934778,0
2287,1.94E+06,0.111,0.101177,0.0975861,0
2288,2.98E+06,0.111,0.0973158,0.101884,0
2289,1.16E+07,0.111,0.0932661,0.0989731,0
2290,3.21E+06,0.111,0.092782,0.0979872,0
2291,2.90E+06,0.111,0.0926859,0.0978107,0
2292,3.21E+06,0.111,0.0925361,0.0979699,0
2293,1.05E+06,0.111,0.0892785,0.0973099,0
2294,219024,0.111,0.10896,0.0940371,0
2295,102140,0.111,0.0984453,0.0910481,0
2296,1.27E+07,0.111,0.10375,0.0992,0
2297,1.31E+07,0.111,0.1035,0.0992,0
2298,798330,0.111,0.106473,0.0962531,0
2299,835268,0.111,0.106348,0.0963335,0
2300,6.21E+06,0.111,0.0917443,0.101476,0
2301,3.66E+06,0.111,0.108021,0.0980523,0
2302,5.10E+06,0.111,0.107643,0.0983935,0
2303,1.45E+07,0.111,0.10525,0.0992,0
2304,1.42E+06,0.111,0.0996248,0.0972375,0
2305,5.31E+06,0.111,0.0956116,0.0985574,0
2306,5.05E+06,0.111,0.0960524,0.0985307,0
2307,4.94E+06,0.111,0.0988963,0.101395,0
2308,9.59E+06,0.111,0.103193,0.0989875,0
2309,1.60E+06,0.111,0.0907156,0.0971983,0
2310,701079,0.111,0.112094,0.102064,0
2311,1.58E+06,0.111,0.0939212,0.0972408,0
2312,1.95E+06,0.111,0.0987621,0.102309,0
2313,2.82E+06,0.111,0.10841,0.102214,0
2314,3.46E+06,0.111,0.108131,0.102018,0
2315,1.27E+07,0.111,0.101,0.1008,0
2316,3.37E+06,0.111,0.100209,0.101754,0
2317,257571,0.111,0.089603,0.092792,0
2318,265710,0.111,0.111981,0.093983,0
2319,1.65E+06,0.111,0.101747,0.0974233,0
2320,7.73E+06,0.111,0.109711,0.101563,0
2321,5.63E+06,0.111,0.110102,0.101616,0
2322,1.10E+07,0.111,0.0981739,0.100945,0
2323,1.58E+06,0.111,0.107794,0.0971757,0
2324,7.37E+06,0.111,0.0896285,0.0996282,0
2325,9.18E+06,0.111,0.0996379,0.101025,0
2326,415790,0.111,0.0901862,0.104284,0
2327,1.09E+07,0.111,0.0943913,0.098977,0
2328,1.11E+07,0.111,0.0919861,0.0988626,0
2329,115914,0.111,0.0954689,0.108115,0
2330,136913,0.111,0.103144,0.107604,0
2331,1.92E+06,0.111,0.0884696,0.100597,0
2332,2.38E+06,0.111,0.101565,0.102175,0
2333,2.55E+06,0.111,0.0932619,0.0977895,0
2334,1.37E+06,0.111,0.100219,0.0971895,0
2335,5.46E+06,0.111,0.104654,0.101402,0
2336,359574,0.111,0.109675,0.0952444,0
2337,3.04E+06,0.111,0.0991927,0.0981046,0
2338,2.39E+06,0.111,0.0990042,0.097868,0
2339,545205,0.111,0.103603,0.0956188,0
2340,428540,0.111,0.103958,0.0950895,0
2341,503370,0.111,0.103198,0.0954268,0
2342,457830,0.111,0.103163,0.0952194,0
2343,1.07E+06,0.111,0.0963245,0.0967861,0
2344,1.37E+06,0.111,0.0960361,0.0971392,0
2345,1.58E+07,0.111,0.09275,0.0992,0
2346,1.22E+07,0.111,0.0896216,0.0991168,0
2347,4.20E+06,0.111,0.0946206,0.101622,0
2348,5.23E+06,0.111,0.0945636,0.101513,0
2349,4.10E+06,0.111,0.0945638,0.101631,0
2350,338187,0.111,0.0898697,0.0953004,0
2351,279083,0.111,0.0888721,0.0952956,0
2352,3.12E+06,0.111,0.100261,0.101835,0
2353,236646,0.111,0.0879968,0.104386,0
2354,266433,0.111,0.087307,0.105328,0
2355,2.02E+07,0.111,0.110199,0.0993788,0
2356,830984,0.111,0.0899871,0.103343,0
2357,1.19E+06,0.111,0.0900244,0.102788,0
2358,293457,0.111,0.104873,0.0942659,0
2359,312960,0.111,0.104464,0.0943848,0
2360,1.53E+07,0.111,0.093,0.1008,0
2361,4.39E+06,0.111,0.0892311,0.101274,0
2362,328278,0.111,0.10335,0.0944808,0
2363,3.62E+07,0.111,0.110065,0.0993461,0
2364,2.69E+06,0.111,0.106006,0.0978389,0
2365,9.51E+06,0.111,0.0984735,0.0989695,0
2366,9.43E+06,0.111,0.0984652,0.098964,0
2367,204893,0.111,0.0995773,0.0932305,0
2368,355537,0.111,0.0967666,0.105189,0
2369,296962,0.111,0.0966304,0.105621,0
2370,449228,0.111,0.0996633,0.104679,0
2371,1.60E+07,0.111,0.109777,0.101179,0
2372,2.18E+07,0.111,0.109671,0.10104,0
2373,267092,0.111,0.0995628,0.0939055,0
2374,604437,0.111,0.097495,0.104088,0
2375,2.75E+07,0.111,0.110133,0.10067,0
2376,8.10E+06,0.111,0.101465,0.0989772,0
2377,8.64E+06,0.111,0.102272,0.101101,0
2378,793494,0.111,0.0981888,0.0963722,0
2379,4.27E+06,0.111,0.103163,0.101577,0
2380,4.38E+06,0.111,0.102887,0.101551,0
2381,3.33E+06,0.111,0.103154,0.101793,0
2382,3.19E+06,0.111,0.102924,0.101825,0
2383,360325,0.111,0.113538,0.0991674,0
2384,267568,0.111,0.114003,0.0993015,0
2385,2.15E+06,0.111,0.0884013,0.100103,0
2386,3.98E+06,0.111,0.0888883,0.100235,0
2387,1.29E+07,0.111,0.0911594,0.10117,0
2388,2.91E+06,0.111,0.105336,0.0980358,0
2389,9.88E+06,0.111,0.102544,0.0989952,0
2390,1.17E+07,0.111,0.103145,0.10089,0
2391,6.19E+06,0.111,0.109657,0.101698,0
2392,5.55E+06,0.111,0.108166,0.101588,0
2393,350968,0.111,0.0932515,0.105134,0
2394,516377,0.111,0.103448,0.104365,0
2395,442092,0.111,0.103741,0.104702,0
2396,156361,0.111,0.0976316,0.107214,0
2397,143810,0.111,0.0968447,0.107443,0
2398,486137,0.111,0.103238,0.10448,0
2399,576498,0.111,0.103153,0.104204,0
2400,263278,0.111,0.114049,0.10088,0
2401,262893,0.111,0.114045,0.100881,0
2402,263348,0.111,0.114051,0.100887,0
2403,3.99E+06,0.111,0.0966967,0.0983152,0
2404,3.59E+06,0.111,0.0967759,0.0982339,0
2405,1.02E+07,0.111,0.10022,0.101,0
2406,2.01E+06,0.111,0.102004,0.0976344,0
2407,1.89E+06,0.111,0.102168,0.0975758,0
2408,131683,0.111,0.098292,0.0918789,0
2409,663076,0.111,0.110276,0.103513,0
2410,609018,0.111,0.110358,0.103573,0
2411,987998,0.111,0.110527,0.102793,0
2412,790164,0.111,0.110799,0.103025,0
2413,219879,0.111,0.11214,0.10442,0
2414,3.40E+06,0.111,0.105445,0.101838,0
2415,4.43E+06,0.111,0.105928,0.101645,0
2416,5.80E+06,0.111,0.10559,0.101419,0
2417,4.63E+06,0.111,0.110299,0.0984984,0
2418,5.90E+06,0.111,0.110237,0.0986146,0
2419,4.46E+06,0.111,0.110419,0.098582,0
2420,301215,0.111,0.0867874,0.0976668,0
2421,276072,0.111,0.0863505,0.0981305,0
2422,506462,0.111,0.0963097,0.104444,0
2423,706258,0.111,0.102447,0.1038,0
2424,1.31E+07,0.111,0.10075,0.1008,0
2425,918631,0.111,0.0937448,0.0964639,0
2426,6.47E+06,0.111,0.109455,0.101649,0
2427,7.23E+06,0.111,0.109259,0.101576,0
2428,237820,0.111,0.106913,0.0938728,0
2429,9.48E+06,0.111,0.104375,0.101015,0
2430,189779,0.111,0.0914331,0.0933172,0
2431,6.24E+06,0.111,0.102123,0.101272,0
2432,9.25E+06,0.111,0.0945126,0.101038,0
2433,9.48E+06,0.111,0.10367,0.0989467,0
2434,8.69E+06,0.111,0.103588,0.0989294,0
2435,191732,0.111,0.0897341,0.093427,0
2436,411556,0.111,0.112619,0.0976412,0
2437,367311,0.111,0.112517,0.0970764,0
2438,1.02E+06,0.111,0.107082,0.0966116,0
2439,1.13E+06,0.111,0.102809,0.103092,0
2440,2.80E+06,0.111,0.0987829,0.0979946,0
2441,1.94E+07,0.111,0.09175,0.0992,0
2442,2.40E+07,0.111,0.109948,0.101016,0
2443,424856,0.111,0.0896808,0.103995,0
2444,6.36E+06,0.111,0.094607,0.0986652,0
2445,1.02E+07,0.111,0.0946362,0.0989428,0
2446,375488,0.111,0.111303,0.103824,0
2447,290415,0.111,0.111733,0.104196,0
2448,4.46E+06,0.111,0.110287,0.0984009,0
2449,4.86E+06,0.111,0.110207,0.0985197,0
2450,9.93E+06,0.111,0.0981239,0.101012,0
2451,2.25E+06,0.111,0.0983665,0.0977973,0
2452,1.31E+06,0.111,0.0920512,0.0969196,0
2453,1.32E+06,0.111,0.092125,0.0969257,0
2454,5.58E+06,0.111,0.100987,0.0985986,0
2455,9.43E+06,0.111,0.0962907,0.0989769,0
2456,2.15E+06,0.111,0.111467,0.0990035,0
2457,1.24E+06,0.111,0.11199,0.099031,0
2458,243890,0.111,0.110124,0.105267,0
2459,397484,0.111,0.109495,0.104519,0
2460,5.12E+06,0.111,0.0936766,0.0984465,0
2461,1.09E+07,0.111,0.0915965,0.0987361,0
2462,1.49E+06,0.111,0.102619,0.0972557,0
2463,2.13E+06,0.111,0.102876,0.0976982,0
2464,2.10E+06,0.111,0.103034,0.0976634,0
2465,182333,0.111,0.110562,0.0941059,0
2466,218738,0.111,0.111212,0.093357,0
2467,6.10E+06,0.111,0.106238,0.0985815,0
2468,1.37E+06,0.111,0.0943086,0.0970495,0
2469,4.39E+06,0.111,0.104004,0.0983863,0
2470,3.56E+06,0.111,0.104117,0.0982413,0
2471,154591,0.111,0.109349,0.106542,0
2472,4.34E+06,0.111,0.0940515,0.101602,0
2473,285317,0.111,0.091557,0.10537,0
2474,1.38E+07,0.111,0.096,0.0992,0
2475,105554,0.111,0.104496,0.0912667,0
2476,2.67E+06,0.111,0.0895914,0.0980576,0
2477,2.29E+06,0.111,0.0901058,0.0977171,0
2478,4.95E+06,0.111,0.110927,0.100255,0
2479,4.27E+06,0.111,0.10385,0.101632,0
